migrationfrom,migrationto,year,n_migrations,n_migrations_back,netmigrations
ZAF,CHE,2022.0,14,6,8
FIN,ITA,2017.0,16,25,-9
GLP,FRA,2016.0,43,27,16
POL,VNM,2016.0,7,6,1
ETH,USA,2022.0,28,28,0
OMN,GBR,2022.0,14,11,3
KOR,JPN,2023.0,46,57,-11
NLD,CHN,2023.0,128,131,-3
SWE,CHN,2023.0,95,72,23
BGD,AUS,2020.0,85,70,15
JPN,NLD,2019.0,31,42,-11
LKA,SGP,2017.0,1,2,-1
PAK,ARE,2023.0,25,10,15
KWT,AUS,2015.0,2,7,-5
NOR,GRC,2019.0,6,9,-3
CHN,IND,2020.0,105,258,-153
IRN,MYS,2013.0,100,109,-9
MYS,IRN,2018.0,133,32,101
ESP,AUT,2014.0,38,15,23
DEU,PSE,2018.0,7,2,5
CHE,KOR,2011.0,5,9,-4
SAU,HKG,2023.0,3,3,0
MAC,CHN,2016.0,59,86,-27
SEN,TGO,2022.0,2,1,1
GBR,BRN,2015.0,10,2,8
CRI,USA,2016.0,21,33,-12
RUS,CAN,2017.0,25,21,4
YEM,USA,2018.0,1,2,-1
YEM,USA,2022.0,2,4,-2
HKG,CAN,2020.0,30,23,7
TWN,KOR,2018.0,20,12,8
FJI,AUS,2021.0,13,4,9
CHN,ESP,2020.0,55,70,-15
BRA,CHE,2018.0,44,24,20
VEN,BRA,2016.0,6,6,0
NLD,CAN,2018.0,69,75,-6
KOR,HKG,2018.0,17,16,1
GEO,USA,2017.0,140,210,-70
GBR,DNK,2015.0,111,94,17
USA,RWA,2014.0,20,8,12
CAN,MAR,2013.0,10,3,7
DNK,GRL,2019.0,13,4,9
USA,HTI,2011.0,5,6,-1
HRV,SVN,2016.0,12,18,-6
SWE,JPN,2022.0,30,26,4
DEU,IRN,2019.0,46,149,-103
DNK,THA,2017.0,4,3,1
TWN,NZL,2019.0,2,2,0
MYS,SAU,2020.0,68,33,35
TUN,DZA,2017.0,4,3,1
POL,AUT,2020.0,20,7,13
KOR,GHA,2022.0,4,1,3
ZAF,NLD,2016.0,26,33,-7
JPN,MYS,2016.0,71,40,31
TWN,DEU,2017.0,26,15,11
FRA,HKG,2019.0,8,11,-3
THA,USA,2014.0,115,255,-140
AUS,KEN,2020.0,8,7,1
IRN,DNK,2020.0,45,12,33
LAO,THA,2013.0,2,3,-1
JPN,KOR,2019.0,113,112,1
GBR,PAK,2018.0,100,77,23
SGP,NZL,2018.0,17,15,2
TUR,CAN,2021.0,48,23,25
COL,BRA,2019.0,59,107,-48
IRN,KOR,2012.0,7,1,6
ROU,CAN,2009.0,2,7,-5
VEN,MEX,2001.0,9,4,5
POL,SVK,2023.0,4,1,3
AUS,IRN,2005.0,23,14,9
IRN,CHE,2018.0,25,17,8
GAB,DEU,2019.0,4,4,0
GBR,DZA,2012.0,4,2,2
BRA,CHE,2022.0,39,18,21
COL,CHL,2016.0,22,20,2
DZA,PAK,2016.0,1,3,-2
THA,IDN,2016.0,10,4,6
HRV,SVN,2018.0,11,14,-3
DEU,EST,2021.0,11,16,-5
SWE,JPN,2017.0,31,26,5
IRL,NLD,2020.0,20,30,-10
ZAF,BEL,2016.0,11,18,-7
ZWE,NAM,2013.0,1,1,0
NLD,BRA,2020.0,38,74,-36
IRQ,AUS,2016.0,7,5,2
AUS,IRQ,2017.0,15,5,10
GBR,PAK,2022.0,79,92,-13
RUS,CZE,2016.0,13,20,-7
ESP,VEN,2011.0,26,48,-22
FRA,BEL,2016.0,245,227,18
TWN,AUS,2020.0,28,16,12
CAN,KOR,2021.0,36,56,-20
KOR,CAN,2018.0,61,42,19
ZAF,NOR,2023.0,2,2,0
SAU,SDN,2020.0,23,35,-12
IRN,PRT,2019.0,16,4,12
USA,BEL,2022.0,142,147,-5
DNK,AUS,2016.0,48,35,13
POL,CHL,2020.0,5,2,3
CHL,POL,2022.0,2,3,-1
JPN,MYS,2017.0,68,56,12
AUS,THA,2010.0,41,26,15
HKG,AUS,2012.0,44,40,4
MYS,CHN,2022.0,75,62,13
FRA,JPN,2023.0,49,38,11
CHL,USA,2021.0,150,126,24
UKR,SVK,2023.0,13,6,7
BRA,DNK,2020.0,26,15,11
ROU,DEU,2000.0,27,15,12
HUN,AUS,2020.0,5,9,-4
CHN,FRA,2023.0,130,155,-25
PAK,THA,2021.0,13,19,-6
THA,PAK,2022.0,7,7,0
ITA,JPN,2016.0,23,26,-3
GBR,CHL,2020.0,53,56,-3
RUS,UKR,2008.0,72,34,38
SEN,FRA,1999.0,24,25,-1
USA,KNA,2015.0,3,6,-3
DEU,COL,2023.0,12,12,0
ETH,ZAF,2019.0,9,19,-10
TUR,ZAF,2020.0,4,1,3
USA,LAO,2019.0,4,5,-1
MYS,ARE,2018.0,32,3,29
PHL,SGP,2016.0,10,4,6
USA,URY,2022.0,10,10,0
CHL,CHE,2020.0,7,10,-3
ECU,USA,2016.0,17,39,-22
ARG,GBR,2020.0,31,18,13
HUN,CHN,2020.0,8,10,-2
UKR,BLR,2019.0,3,2,1
JPN,EGY,2005.0,39,21,18
NLD,SWE,2023.0,45,45,0
TZA,BEL,2020.0,3,3,0
COL,BRA,2021.0,60,106,-46
IRN,AUT,2020.0,40,7,33
MYS,CHN,2016.0,18,9,9
BGD,CAN,2020.0,44,28,16
DEU,CAN,2016.0,176,169,7
ARG,DNK,2021.0,8,1,7
THA,TWN,2019.0,8,21,-13
JPN,HUN,2023.0,2,5,-3
SDN,ZAF,2019.0,4,5,-1
COL,CHE,2020.0,13,3,10
NZL,CHN,2020.0,51,54,-3
CAN,ARG,2005.0,12,13,-1
USA,IRN,2014.0,113,467,-354
GBR,MEX,2017.0,75,47,28
HUN,ITA,2017.0,20,7,13
FRA,THA,2019.0,21,14,7
FRA,BRA,2014.0,139,118,21
SGP,FIN,2022.0,8,3,5
VEN,ESP,2022.0,14,10,4
SGP,JPN,2016.0,37,54,-17
GBR,BGD,2019.0,35,14,21
MYS,JOR,2013.0,18,8,10
MNG,FRA,2021.0,1,1,0
IRQ,MYS,2021.0,48,149,-101
CAN,SGP,2018.0,39,24,15
ITA,CAN,2021.0,55,50,5
EGY,ESP,2020.0,9,19,-10
CHL,ESP,2007.0,37,51,-14
SWE,BRA,2000.0,3,4,-1
NZL,ESP,2022.0,8,3,5
USA,PAK,2011.0,53,51,2
KGZ,CHE,2018.0,2,2,0
NGA,DEU,2020.0,10,8,2
USA,GRD,2009.0,1,8,-7
ESP,ITA,2023.0,141,159,-18
MOZ,BEL,2022.0,1,4,-3
MYS,QAT,2023.0,6,4,2
IND,HUN,2020.0,10,8,2
SWE,FRA,2019.0,73,92,-19
GBR,BGD,2021.0,38,32,6
IRL,IND,2015.0,18,19,-1
ZAF,DEU,2022.0,32,34,-2
USA,NOR,2015.0,118,74,44
IRN,FRA,2019.0,46,22,24
USA,FIN,2010.0,65,89,-24
TZA,NLD,2019.0,9,3,6
FRA,HUN,2012.0,17,14,3
JPN,ZMB,2021.0,5,5,0
ESP,POL,2019.0,27,25,2
GBR,ISR,2020.0,55,64,-9
GAB,DEU,2021.0,7,1,6
BGR,USA,2019.0,10,10,0
IRL,USA,2013.0,154,130,24
SAU,GBR,2000.0,16,22,-6
FIN,CHE,2015.0,24,10,14
HRV,USA,2018.0,11,14,-3
DEU,GHA,2020.0,24,15,9
HKG,IRL,2019.0,3,2,1
HKG,IRL,2021.0,7,1,6
CHN,NPL,2019.0,17,8,9
BGD,BEL,2019.0,4,6,-2
AUS,BEL,2017.0,37,25,12
KWT,KOR,2019.0,1,1,0
COL,ESP,2017.0,91,159,-68
ITA,NLD,2022.0,134,103,31
UKR,EST,2019.0,3,2,1
MYS,NLD,2017.0,14,9,5
IRL,CAN,2015.0,43,32,11
NER,NGA,2012.0,14,4,10
USA,ARM,2020.0,10,5,5
AUS,IND,1998.0,13,22,-9
BEL,VNM,2017.0,21,7,14
COL,CHL,2017.0,30,28,2
IRN,BEL,2022.0,48,5,43
USA,IRN,2015.0,101,503,-402
GBR,PAK,2016.0,99,42,57
PSE,GBR,2001.0,1,1,0
BIH,SRB,2010.0,7,4,3
JPN,ITA,2018.0,28,33,-5
NZL,PAK,2022.0,5,3,2
GRC,PRT,2002.0,2,1,1
CHN,POL,2023.0,22,12,10
MCO,FRA,2003.0,5,5,0
KOR,AUS,2013.0,41,32,9
EGY,YEM,2013.0,5,3,2
NOR,JPN,2003.0,6,8,-2
TUR,NLD,2021.0,37,26,11
PAK,CAN,2022.0,41,18,23
SOM,KEN,2019.0,1,1,0
ISR,NZL,2022.0,6,1,5
ESP,NLD,2023.0,48,59,-11
EGY,MAR,2020.0,3,5,-2
PAK,OMN,2019.0,12,2,10
BRA,NLD,2023.0,38,16,22
MEX,GBR,2023.0,27,27,0
SVN,DEU,2022.0,16,11,5
KWT,USA,2022.0,15,22,-7
GRC,CHE,1998.0,4,4,0
SYR,DEU,2019.0,4,4,0
FRA,NCL,2023.0,16,13,3
KOR,AUT,2022.0,6,5,1
MYS,IND,2001.0,7,10,-3
IRN,PRT,2021.0,16,1,15
BGD,GBR,2021.0,32,38,-6
POL,FIN,2015.0,4,7,-3
AUS,ZAF,2021.0,19,49,-30
TUR,ITA,2021.0,24,20,4
USA,CHL,2023.0,59,59,0
IDN,THA,2019.0,11,26,-15
AUS,HKG,2019.0,39,54,-15
ITA,AUT,2018.0,90,54,36
ITA,BEL,2001.0,51,45,6
RUS,HUN,2020.0,4,2,2
AUS,RUS,2019.0,10,15,-5
COL,AUT,2023.0,2,1,1
PRT,NLD,2022.0,27,17,10
LKA,GBR,2009.0,5,9,-4
JOR,QAT,2022.0,16,5,11
FRA,THA,2021.0,30,17,13
EGY,DEU,2022.0,46,36,10
MYS,IND,2004.0,12,12,0
SWE,EST,2022.0,6,11,-5
ZAF,ETH,2022.0,12,6,6
LBN,ITA,2021.0,5,4,1
ARE,SAU,2018.0,11,50,-39
EGY,HKG,2020.0,1,1,0
CHN,GHA,2023.0,37,12,25
NLD,ESP,2005.0,31,30,1
FRA,LBN,2022.0,46,106,-60
USA,NZL,2024.0,1,1,0
NLD,HKG,2021.0,9,10,-1
PAK,IRL,2022.0,19,10,9
HKG,MYS,2010.0,5,3,2
SDN,GBR,2021.0,5,4,1
ZWE,GBR,2022.0,8,9,-1
FIN,FRA,2023.0,14,12,2
CIV,FRA,2022.0,12,14,-2
JPN,MYS,2022.0,32,16,16
USA,ARE,2023.0,48,49,-1
DEU,ROU,2021.0,18,22,-4
MMR,CHN,2021.0,9,9,0
ARE,DEU,2021.0,9,15,-6
BLR,POL,2023.0,3,1,2
IND,PHL,2022.0,6,6,0
FRA,FIN,2022.0,33,25,8
NOR,IND,2023.0,16,20,-4
ESP,DOM,2022.0,5,2,3
KOR,GBR,2016.0,62,42,20
TUR,TUN,2022.0,1,2,-1
IRQ,MYS,2019.0,25,191,-166
TUR,FRA,2010.0,17,15,2
RWA,CHN,2018.0,4,3,1
MYS,OMN,2013.0,7,2,5
PAK,SGP,2021.0,10,7,3
KOR,EGY,2010.0,9,4,5
CHE,POL,2004.0,9,17,-8
ESP,AND,2021.0,8,3,5
ZAF,SAU,2020.0,21,9,12
AZE,IRN,2022.0,1,4,-3
NOR,FRA,2023.0,19,38,-19
TUN,DZA,2022.0,10,7,3
ISR,NLD,2014.0,9,9,0
AUT,FRA,2023.0,23,23,0
LKA,USA,2022.0,29,19,10
PHL,ITA,2018.0,3,3,0
THA,CHN,2023.0,38,57,-19
MYS,CHN,2018.0,52,15,37
ZAF,LSO,2021.0,13,7,6
SVK,DEU,2023.0,5,1,4
BEL,BRA,2022.0,13,32,-19
AUS,DEU,2004.0,73,98,-25
GBR,KWT,1997.0,8,1,7
MDG,FRA,1997.0,4,4,0
GBR,OMN,2000.0,7,3,4
JPN,CZE,1997.0,7,8,-1
KOR,IRN,2011.0,6,12,-6
GBR,GRC,2014.0,129,248,-119
SAU,NGA,2012.0,6,7,-1
SRB,CHE,2001.0,2,3,-1
RUS,DNK,2000.0,14,9,5
JAM,CAN,2015.0,5,2,3
OMN,JOR,2001.0,1,4,-3
AUT,FIN,2016.0,13,12,1
ETH,GHA,2006.0,2,2,0
THA,DNK,2002.0,1,3,-2
FIN,RUS,1998.0,15,24,-9
DEU,SVK,1999.0,7,10,-3
SVK,DEU,2010.0,14,14,0
DEU,MEX,2000.0,15,11,4
UKR,KOR,2001.0,3,2,1
ITA,POL,1997.0,10,10,0
ARG,HUN,2002.0,1,1,0
DNK,NOR,1997.0,15,10,5
BRA,RUS,2014.0,5,13,-8
GBR,FIN,2006.0,30,28,2
DEU,AUS,2001.0,92,84,8
DEU,PRT,2012.0,39,30,9
FRA,AUS,1999.0,47,45,2
NLD,ESP,2002.0,52,47,5
NOR,CHE,2014.0,6,17,-11
KAZ,HKG,2023.0,1,2,-1
USA,MAR,2019.0,16,18,-2
NLD,NZL,2002.0,10,17,-7
HRV,AUT,2001.0,7,2,5
RUS,SRB,1998.0,3,15,-12
CHL,BRA,2014.0,21,29,-8
CAN,NZL,1998.0,24,14,10
FRA,TUN,1998.0,42,26,16
DEU,IND,2007.0,66,110,-44
SGP,USA,2001.0,114,101,13
SWE,ITA,1997.0,21,19,2
IRL,AUS,2000.0,7,8,-1
CHE,GRC,1997.0,7,2,5
CZE,SVK,2012.0,52,63,-11
EGY,JPN,1998.0,7,12,-5
IRL,ZAF,2004.0,6,3,3
ITA,DEU,2005.0,151,144,7
GBR,RUS,2007.0,29,67,-38
RUS,BRA,2008.0,4,1,3
CHL,PER,2006.0,4,1,3
DNK,USA,2010.0,110,111,-1
POL,ESP,2008.0,13,5,8
USA,ASM,2014.0,2,4,-2
FRA,MYS,2015.0,12,3,9
AUS,MWI,2017.0,1,1,0
FRA,SEN,2005.0,29,27,2
ZAF,BRA,2022.0,7,4,3
AUT,SVK,2007.0,11,9,2
ISR,RUS,2007.0,3,4,-1
GBR,PRT,2000.0,61,23,38
AUT,UKR,1997.0,3,5,-2
RUS,UZB,1998.0,7,9,-2
DEU,KOR,2004.0,23,23,0
ITA,ESP,1997.0,45,50,-5
NZL,TUR,2012.0,2,3,-1
RUS,CAN,2018.0,25,18,7
NGA,DEU,1999.0,6,6,0
DEU,WSM,2000.0,1,1,0
BIH,HRV,2008.0,8,15,-7
ISR,FRA,2005.0,26,22,4
DZA,FRA,2017.0,52,134,-82
DEU,PAN,2017.0,2,2,0
ESP,BEL,2007.0,20,18,2
AZE,RUS,1997.0,7,9,-2
AUT,CAN,2003.0,17,19,-2
JPN,DNK,2001.0,8,9,-1
ITA,RUS,2000.0,28,48,-20
JPN,DNK,2015.0,5,9,-4
CHE,ISR,2010.0,7,17,-10
FRA,RUS,2001.0,68,82,-14
TWN,SWE,2016.0,7,1,6
IND,FRA,2013.0,71,73,-2
SEN,USA,2011.0,3,6,-3
ROU,GBR,2014.0,26,15,11
POL,RUS,2014.0,10,13,-3
AUT,SWE,2006.0,12,8,4
AUS,NLD,2017.0,79,109,-30
USA,TZA,2000.0,5,4,1
DNK,SWE,2002.0,77,81,-4
BRA,POL,2011.0,1,4,-3
BLR,DEU,2003.0,19,6,13
ROU,USA,1999.0,26,20,6
ESP,RUS,2018.0,14,9,5
ESP,ARG,2001.0,62,75,-13
NLD,ZAF,2004.0,13,15,-2
USA,SWE,1998.0,150,219,-69
CAN,PAK,2008.0,11,11,0
SRB,MKD,2007.0,20,25,-5
KOR,BGD,2007.0,7,12,-5
SWE,DNK,1997.0,31,35,-4
ARG,URY,2009.0,3,10,-7
CAN,ARG,2002.0,10,21,-11
ARG,VEN,1997.0,2,2,0
USA,PRI,1997.0,42,32,10
SWE,POL,2013.0,13,20,-7
CHE,ARG,2014.0,6,5,1
USA,NPL,2006.0,2,10,-8
IRL,AUS,2006.0,31,16,15
AUT,BEL,2003.0,8,4,4
JPN,FRA,1998.0,37,72,-35
ARE,USA,2003.0,9,18,-9
THA,USA,2001.0,70,101,-31
UKR,SWE,1998.0,10,4,6
HUN,SAU,2019.0,1,2,-1
NOR,DNK,2005.0,18,27,-9
GBR,BEL,2002.0,72,83,-11
GBR,BGR,2003.0,11,12,-1
ESP,VEN,2019.0,20,26,-6
USA,CZE,2001.0,36,52,-16
ISR,GBR,1998.0,27,28,-1
NZL,DEU,2004.0,12,30,-18
ISR,CAN,2001.0,30,41,-11
CHL,URY,2001.0,3,1,2
SAU,ARE,2016.0,40,13,27
ARE,ITA,2019.0,5,18,-13
NLD,SGP,2018.0,19,13,6
DEU,MEX,2010.0,28,17,11
USA,UZB,2003.0,2,3,-1
AUS,DEU,2001.0,84,92,-8
UKR,RUS,2010.0,45,55,-10
NGA,ZAF,1999.0,6,2,4
HKG,MYS,2006.0,4,1,3
UKR,RUS,2006.0,53,33,20
TTO,FRA,2003.0,3,2,1
ITA,CAN,2011.0,59,39,20
GBR,EGY,2002.0,19,13,6
NZL,ESP,2018.0,9,6,3
BEL,JPN,1998.0,5,6,-1
QAT,JOR,2002.0,2,2,0
ARE,SWE,2012.0,2,1,1
GBR,EGY,2012.0,61,26,35
FRA,REU,2018.0,31,22,9
GRC,NLD,2001.0,12,17,-5
NLD,GRC,2003.0,11,14,-3
SWE,NLD,1997.0,10,15,-5
SWE,BRA,2006.0,7,8,-1
PAK,SAU,2019.0,92,100,-8
BRA,PRT,1998.0,18,38,-20
SWE,BEL,1999.0,12,6,6
RUS,POL,2005.0,11,13,-2
POL,RUS,2008.0,17,6,11
CHE,CZE,1997.0,9,3,6
SVK,FRA,2002.0,6,7,-1
HUN,BEL,2004.0,6,4,2
FRA,ARG,2006.0,23,18,5
GBR,BEL,1997.0,39,37,2
FRA,MDA,2000.0,3,5,-2
IDN,USA,1999.0,16,16,0
AUT,HUN,2000.0,9,12,-3
NLD,JPN,2002.0,22,27,-5
JPN,AUS,2022.0,40,75,-35
VNM,USA,2000.0,10,4,6
ROU,FRA,2019.0,19,26,-7
IND,ITA,1997.0,10,10,0
BEL,DEU,2005.0,63,59,4
ESP,PER,2010.0,6,10,-4
ESP,PRT,2000.0,22,16,6
ESP,JPN,2004.0,12,4,8
CAN,SAU,1998.0,16,14,2
IND,BRA,2002.0,2,7,-5
USA,POL,2023.0,53,73,-20
USA,VEN,2003.0,62,44,18
TUN,PRT,2008.0,2,1,1
SVN,USA,2001.0,15,6,9
EST,FIN,2007.0,8,3,5
FIN,EST,2014.0,12,7,5
POL,BLR,2016.0,4,4,0
RUS,ITA,2015.0,14,32,-18
NLD,IRN,2022.0,16,51,-35
PER,BRA,2011.0,12,5,7
CAN,ISR,2015.0,63,60,3
DEU,QAT,2018.0,4,6,-2
ARE,AUS,2009.0,6,11,-5
USA,CHL,2010.0,110,89,21
SWE,ZAF,2000.0,7,2,5
JPN,FIN,2006.0,8,8,0
FRA,AUS,1998.0,29,34,-5
HUN,NLD,1998.0,8,13,-5
CAN,TUN,2016.0,19,3,16
FRA,MTQ,2013.0,19,33,-14
USA,OMN,2004.0,6,6,0
OMN,USA,2006.0,2,6,-4
ESP,CZE,2007.0,5,5,0
NOR,ZAF,2005.0,2,1,1
NOR,NLD,2015.0,15,41,-26
CAN,FIN,2010.0,17,15,2
ESP,NLD,2000.0,36,24,12
JPN,AUT,2010.0,13,14,-1
FRA,SWE,2012.0,67,62,5
POL,RUS,2004.0,13,5,8
CHL,IND,2010.0,2,5,-3
BEL,LUX,2001.0,10,2,8
USA,ROU,2000.0,10,40,-30
CHE,CAN,2000.0,50,40,10
AUT,ESP,2005.0,8,8,0
NLD,SWE,2006.0,27,27,0
EST,LVA,2014.0,4,2,2
BEL,THA,2019.0,4,2,2
GBR,THA,2013.0,77,45,32
EGY,CAN,2008.0,22,25,-3
DNK,GBR,1998.0,47,47,0
FRA,COL,2006.0,10,4,6
COL,CAN,2007.0,14,15,-1
NZL,NOR,2006.0,2,1,1
TUR,GBR,2003.0,22,58,-36
RUS,ITA,2004.0,26,16,10
GBR,ZAF,1999.0,55,51,4
CHE,ESP,2002.0,30,29,1
IRN,SWE,2003.0,4,3,1
JPN,BGD,2009.0,54,52,2
USA,ARG,2002.0,126,160,-34
DNK,ISL,2010.0,9,6,3
SVK,ITA,2008.0,3,4,-1
MEX,DEU,2014.0,34,27,7
DNK,JPN,2002.0,7,10,-3
CZE,AUT,2000.0,8,5,3
UKR,DEU,2004.0,46,26,20
POL,DEU,1998.0,54,51,3
USA,MYS,2022.0,35,62,-27
POL,GBR,2013.0,58,56,2
BGR,JPN,2003.0,6,7,-1
POL,RUS,2001.0,13,18,-5
FRA,BGR,2018.0,7,9,-2
ITA,SMR,2011.0,2,3,-1
ESP,KOR,2012.0,2,2,0
MAR,ESP,2018.0,8,20,-12
CHE,ESP,1997.0,21,26,-5
JPN,RUS,2022.0,9,8,1
ROU,USA,1998.0,30,6,24
DEU,SRB,2003.0,19,16,3
SVK,USA,2006.0,24,10,14
BEL,BLR,2010.0,3,2,1
CAN,JOR,2003.0,4,7,-3
CZE,GBR,2012.0,43,31,12
GBR,CZE,2013.0,42,36,6
PAN,AUS,2001.0,1,1,0
REU,FRA,1997.0,7,4,3
ITA,BRA,2005.0,26,24,2
GBR,EGY,1997.0,9,3,6
RUS,CZE,2022.0,20,13,7
FRA,IND,1997.0,21,22,-1
USA,IRN,2001.0,22,23,-1
NOR,POL,2006.0,1,4,-3
SVK,DEU,2000.0,25,14,11
ITA,ARG,1997.0,12,6,6
NOR,CAN,2010.0,11,21,-10
KWT,GBR,2000.0,7,5,2
BRA,UKR,2009.0,1,1,0
POL,ESP,2004.0,5,4,1
ESP,POL,2009.0,8,19,-11
FRA,KHM,2022.0,4,1,3
ARG,URY,2011.0,2,1,1
URY,ARG,2013.0,7,5,2
ISR,SWE,2004.0,1,2,-1
MEX,ITA,2008.0,9,7,2
CHL,RUS,2015.0,1,1,0
AUT,BEL,2013.0,16,16,0
ISR,PRT,2010.0,2,2,0
RUS,POL,1997.0,18,15,3
RUS,POL,2012.0,13,6,7
SGP,GBR,2009.0,54,84,-30
JPN,NZL,2001.0,14,5,9
ARE,SWE,1997.0,1,1,0
CHN,UZB,2021.0,10,3,7
NLD,GBR,1997.0,108,92,16
CAN,EGY,2009.0,21,16,5
IRL,AUS,1999.0,10,10,0
COL,USA,2020.0,181,150,31
AUS,URY,2022.0,3,2,1
IND,JPN,2018.0,114,99,15
ISR,CHE,2018.0,34,21,13
GBR,JPN,2021.0,139,103,36
DEU,VNM,2018.0,34,11,23
CHN,JPN,2019.0,357,577,-220
DEU,BOL,2016.0,3,1,2
ESP,FRA,2023.0,127,152,-25
USA,IRQ,2022.0,59,13,46
IRL,GBR,2017.0,260,294,-34
FRA,ESP,1998.0,90,136,-46
BRA,AUT,2022.0,17,2,15
USA,TZA,2020.0,32,29,3
TZA,USA,2022.0,15,25,-10
ZAF,USA,2021.0,181,97,84
GBR,IND,2021.0,252,360,-108
JOR,USA,2017.0,47,64,-17
MOZ,BRA,2018.0,5,4,1
COG,BEL,2021.0,10,9,1
CHN,PSE,2020.0,1,1,0
NZL,USA,2020.0,113,155,-42
TUR,IRQ,2018.0,16,10,6
JPN,BRA,2022.0,13,9,4
AUS,IRN,2019.0,53,221,-168
CHN,VNM,2017.0,36,13,23
AUT,ITA,2023.0,41,45,-4
DEU,CHN,2022.0,604,511,93
UKR,CZE,2020.0,21,3,18
UZB,KOR,2017.0,3,2,1
NOR,USA,1999.0,65,68,-3
BRA,DEU,2018.0,136,99,37
ITA,SWE,2021.0,70,60,10
DEU,BRA,2021.0,75,160,-85
DEU,ITA,2021.0,308,354,-46
BEL,DEU,2021.0,127,123,4
ITA,FRA,2019.0,401,332,69
JPN,POL,2018.0,16,8,8
PAK,CHN,2015.0,141,81,60
VNM,KOR,2017.0,25,79,-54
USA,ISR,1998.0,279,293,-14
ISR,IND,2017.0,45,110,-65
PAK,GBR,2018.0,77,100,-23
ESP,ECU,2020.0,82,66,16
CHL,ESP,2010.0,64,69,-5
USA,GEO,2007.0,35,27,8
IND,FIN,2021.0,36,13,23
CHN,CHE,2016.0,77,51,26
SVK,HUN,2017.0,5,15,-10
ETH,FRA,2018.0,2,4,-2
IRN,AUT,2023.0,20,7,13
HKG,AUS,2021.0,46,35,11
NGA,USA,2022.0,139,40,99
SWE,CAN,2017.0,35,53,-18
NLD,CHE,2021.0,128,108,20
HUN,EGY,2023.0,8,1,7
ITA,DEU,2021.0,354,308,46
DEU,SVN,2021.0,11,12,-1
CHN,AUS,2019.0,538,555,-17
JPN,IDN,2018.0,188,62,126
CZE,GBR,2019.0,53,63,-10
AUS,TWN,2022.0,18,10,8
POL,GBR,2018.0,78,96,-18
CHN,SWE,2015.0,110,89,21
TZA,CHE,2020.0,6,6,0
AUS,MMR,2019.0,5,1,4
GBR,CYP,2014.0,38,21,17
CAN,NOR,2018.0,26,17,9
CHN,ISR,2021.0,42,46,-4
CAN,CRI,2021.0,4,2,2
NLD,ISL,2021.0,3,3,0
TUN,ESP,2020.0,11,13,-2
ESP,TUN,2022.0,12,7,5
AUS,PHL,2012.0,10,11,-1
USA,HKG,2020.0,159,182,-23
FRA,AUS,2023.0,34,40,-6
GBR,ITA,2022.0,465,409,56
KOR,EGY,2020.0,18,10,8
JOR,MYS,2016.0,6,26,-20
IDN,JPN,2015.0,42,157,-115
CHN,ESP,2023.0,52,55,-3
ISL,FIN,2023.0,2,1,1
TWN,GBR,2008.0,14,46,-32
SWE,CAN,2018.0,44,47,-3
POL,AUS,2020.0,12,10,2
IRN,AUS,2016.0,146,43,103
TWN,GBR,2015.0,31,28,3
FRA,LUX,2018.0,30,24,6
AUS,JPN,1999.0,62,36,26
GBR,NGA,2018.0,95,55,40
NOR,SWE,2022.0,60,75,-15
VNM,AUS,2021.0,43,67,-24
BEL,CUB,2018.0,5,1,4
CRI,AUT,2018.0,2,1,1
ZAF,KOR,2019.0,9,10,-1
NGA,NZL,2019.0,3,2,1
FRA,SEN,2021.0,31,30,1
ZAF,IND,2018.0,42,46,-4
USA,IDN,2023.0,15,15,0
GBR,IRQ,2020.0,180,18,162
PAK,USA,2019.0,134,114,20
GBR,JPN,2019.0,160,118,42
GBR,IDN,2014.0,25,11,14
UKR,RUS,2020.0,95,84,11
ZAF,GHA,2021.0,46,17,29
ROU,ITA,1999.0,7,9,-2
TWN,IDN,2021.0,72,71,1
IRN,AUS,2022.0,125,30,95
KAZ,HUN,2019.0,2,1,1
DEU,PAK,2018.0,32,28,4
FRA,HKG,2002.0,8,4,4
CHN,FRA,2020.0,212,256,-44
LTU,GBR,2020.0,9,9,0
ITA,POL,2019.0,45,20,25
NZL,GBR,2021.0,121,138,-17
MYS,NGA,2021.0,139,55,84
TUN,SAU,2019.0,184,41,143
IND,PAK,2018.0,37,26,11
PER,AUS,2018.0,2,2,0
TUN,SAU,2021.0,122,75,47
FRA,NGA,2023.0,1,8,-7
ESP,COL,2019.0,146,100,46
ARG,ESP,2022.0,125,65,60
ITA,DNK,2018.0,53,31,22
SGP,SWE,2018.0,16,10,6
PRT,AUS,2015.0,11,3,8
CHN,CAN,2019.0,439,459,-20
CHN,ITA,2015.0,22,53,-31
FRA,NOR,2021.0,47,37,10
IND,DNK,2021.0,29,13,16
DNK,IND,2022.0,14,25,-11
USA,GHA,2018.0,33,32,1
GBR,CZE,2018.0,55,41,14
GBR,SWE,2021.0,234,147,87
FIN,CAN,2000.0,17,12,5
ETH,AUS,2021.0,25,7,18
GBR,LBN,2006.0,6,2,4
CAN,NLD,2018.0,75,69,6
VNM,KOR,2018.0,31,117,-86
FIN,CAN,2023.0,11,10,1
NLD,NZL,2019.0,19,11,8
BRA,FRA,2020.0,167,127,40
CHN,GHA,2020.0,39,29,10
GBR,BEL,2021.0,162,162,0
ITA,COL,2018.0,14,9,5
DNK,NOR,2019.0,61,42,19
CZE,IRN,2019.0,6,18,-12
