migrationfrom,migrationto,year,n_migrations,n_migrations_back,netmigrations
UKR,NZL,2017.0,1,0,1
,GIN,2018.0,25,0,25
NGA,SEN,1999.0,1,0,1
HND,,2020.0,19,0,19
MDG,GMB,2021.0,1,0,1
,IDN,1997.0,91,0,91
LIE,,2014.0,7,0,7
BGR,AUT,2004.0,2,0,2
,MYS,1996.0,140,0,140
SLE,,2016.0,8,0,8
KHM,FRA,2020.0,3,0,3
GRL,,2023.0,33,0,33
,MCO,2011.0,12,0,12
,SYR,2007.0,43,0,43
,SEN,2008.0,101,0,101
CAF,KHM,2012.0,1,0,1
,EST,1995.0,94,0,94
TUR,UZB,2022.0,1,0,1
,PAN,2009.0,41,0,41
MWI,NGA,2019.0,1,0,1
CHL,IRL,2009.0,2,0,2
ESP,FJI,2015.0,1,0,1
AFG,,2022.0,51,0,51
,SWZ,2010.0,4,0,4
POL,SAU,2020.0,2,0,2
TUR,OMN,2009.0,1,0,1
,SWZ,2017.0,5,0,5
ROU,IRQ,2019.0,8,0,8
BWA,CZE,2018.0,1,0,1
NGA,,2006.0,92,0,92
NPL,DNK,2019.0,2,0,2
KAZ,BGR,2019.0,1,0,1
MAR,FIN,2020.0,1,0,1
IRN,OMN,2022.0,8,0,8
,BOL,2006.0,55,0,55
MNP,USA,2011.0,2,0,2
LAO,,2016.0,12,0,12
CUB,DEU,2007.0,5,0,5
TZA,,2007.0,29,0,29
,LKA,2002.0,108,0,108
,KAZ,2001.0,116,0,116
,COM,1998.0,3,0,3
,LSO,1994.0,3,0,3
MDA,,2001.0,5,0,5
GTM,CHE,2017.0,1,0,1
AUS,OMN,2011.0,6,0,6
MAR,,2004.0,119,0,119
BEN,BFA,2019.0,2,0,2
DEU,ISL,2001.0,3,0,3
ATG,SAU,2013.0,1,0,1
CAN,KWT,2004.0,3,0,3
USA,FRO,2008.0,1,0,1
UKR,TWN,2002.0,1,0,1
VNM,SWE,2000.0,1,0,1
USA,NER,2007.0,1,0,1
BEL,SGP,2010.0,5,0,5
,QAT,1998.0,36,0,36
KOR,ARE,2005.0,1,0,1
CZE,SVN,2006.0,1,0,1
RUS,CZE,1998.0,1,0,1
IND,OMN,1998.0,2,0,2
CHE,NGA,2007.0,1,0,1
HUN,POL,2000.0,2,0,2
CUB,PAN,2006.0,1,0,1
COL,URY,2003.0,1,0,1
CRI,,2003.0,7,0,7
ARM,ESP,1998.0,1,0,1
UGA,ITA,1999.0,1,0,1
SVK,ESP,2007.0,3,0,3
DNK,SVK,1998.0,1,0,1
ESP,PRI,1997.0,1,0,1
CAN,KNA,2016.0,1,0,1
VEN,PRT,2005.0,2,0,2
BEN,KEN,2019.0,2,0,2
KHM,,2017.0,22,0,22
PNG,,2003.0,4,0,4
,NIC,2008.0,14,0,14
GBR,BHS,2015.0,2,0,2
,MAC,1999.0,7,0,7
MEX,ECU,2014.0,9,0,9
NGA,MWI,2017.0,2,0,2
MYS,CHN,2003.0,3,0,3
BIH,GBR,2020.0,3,0,3
BGD,NOR,2019.0,2,0,2
NZL,TZA,2014.0,1,0,1
ROU,MDA,2005.0,5,0,5
BGR,KOR,2011.0,1,0,1
IRN,IRL,2021.0,13,0,13
SRB,TUN,2016.0,1,0,1
IRN,IDN,2018.0,3,0,3
BGR,SWE,2017.0,2,0,2
,PNG,2015.0,26,0,26
,ASM,2016.0,2,0,2
BEL,NZL,2005.0,6,0,6
MOZ,ESP,2006.0,1,0,1
OMN,TTO,2017.0,1,0,1
GBR,SAU,1998.0,1,0,1
AUT,IRL,1997.0,1,0,1
CYP,SAU,2004.0,1,0,1
BEL,LUX,2000.0,3,0,3
JPN,MLT,2007.0,1,0,1
SVN,AUS,2005.0,1,0,1
DEU,IRN,1998.0,1,0,1
,TJK,2011.0,32,0,32
JPN,TLS,2019.0,1,0,1
CAF,,2018.0,4,0,4
NLD,VNM,2021.0,5,0,5
PAK,VNM,2020.0,8,0,8
MLI,GBR,2014.0,5,0,5
AUS,CHL,2022.0,6,0,6
ITA,ZAF,2009.0,5,0,5
UKR,FIN,2018.0,3,0,3
THA,ARE,2004.0,1,0,1
KHM,CAN,2020.0,1,0,1
BEL,MDA,2004.0,1,0,1
,SLE,2008.0,17,0,17
BEL,LSO,2015.0,1,0,1
SVK,BEL,2003.0,1,0,1
BFA,NGA,2007.0,1,0,1
SDN,,2003.0,2,0,2
RUS,ROU,1997.0,2,0,2
ISL,GRL,2009.0,1,0,1
PAN,,2009.0,12,0,12
EST,AUS,2009.0,1,0,1
,DMA,1999.0,2,0,2
CAN,BIH,2003.0,1,0,1
,RWA,2001.0,3,0,3
YEM,ESP,2006.0,1,0,1
KEN,CHN,2007.0,2,0,2
CHE,IDN,2016.0,1,0,1
TCD,FRA,2007.0,2,0,2
ITA,BIH,2018.0,3,0,3
BEN,BFA,2017.0,4,0,4
MDG,SEN,2014.0,1,0,1
FRA,MRT,2014.0,1,0,1
RUS,LVA,2010.0,2,0,2
LBR,NZL,2018.0,1,0,1
NOR,FRO,2012.0,2,0,2
ARM,HKG,2014.0,1,0,1
SYR,IRN,2015.0,1,0,1
COL,NOR,2019.0,2,0,2
NZL,PHL,2017.0,1,0,1
RUS,MNE,2012.0,1,0,1
PSE,CAN,2020.0,2,0,2
,MMR,1999.0,8,0,8
PAK,LTU,2021.0,3,0,3
GMB,FRA,2010.0,1,0,1
PRT,DZA,2016.0,2,0,2
MLI,,2012.0,10,0,10
,ERI,2014.0,4,0,4
MYS,NOR,2019.0,5,0,5
GBR,PAK,1998.0,2,0,2
ITA,PAN,2019.0,3,0,3
ISL,AUS,2011.0,1,0,1
BGR,TUR,2008.0,2,0,2
CAN,MKD,2009.0,2,0,2
IRN,ZAF,2011.0,5,0,5
SVK,BLR,2018.0,1,0,1
TWN,BRN,2015.0,2,0,2
BGD,ARE,2014.0,1,0,1
GRC,PSE,2014.0,1,0,1
BRA,TZA,2015.0,1,0,1
KEN,MOZ,2020.0,1,0,1
IRN,EST,2020.0,6,0,6
UZB,GBR,2021.0,1,0,1
BWA,DEU,2019.0,1,0,1
ESP,BOL,2008.0,2,0,2
,ALB,1994.0,3,0,3
CHN,TUR,2004.0,1,0,1
BFA,BEN,2012.0,1,0,1
SWE,AZE,2017.0,1,0,1
IRN,GHA,2014.0,1,0,1
USA,KHM,2003.0,2,0,2
DEU,BWA,2004.0,1,0,1
PRI,BRA,2011.0,1,0,1
OMN,CYP,2014.0,1,0,1
FRA,NER,1999.0,2,0,2
GBR,SEN,1999.0,1,0,1
MEX,ZAF,2008.0,1,0,1
ROU,CUB,2005.0,1,0,1
DEU,VEN,2000.0,1,0,1
PER,HKG,2004.0,1,0,1
NZL,OMN,2001.0,2,0,2
BWA,NGA,2019.0,2,0,2
MEX,MAR,2003.0,2,0,2
MHL,NPL,2003.0,3,0,3
ISR,CYP,2009.0,1,0,1
MYS,SYR,2003.0,1,0,1
ARG,DOM,2009.0,1,0,1
AUT,ETH,2003.0,2,0,2
RUS,TZA,2012.0,1,0,1
FRA,ARM,1998.0,1,0,1
JAM,GBR,2003.0,2,0,2
ESP,TWN,2007.0,1,0,1
ZMB,NZL,1997.0,1,0,1
PRI,IND,2016.0,1,0,1
IRL,ARG,2014.0,1,0,1
SWE,SVN,2005.0,1,0,1
ROU,KOR,2015.0,1,0,1
NPL,DNK,2010.0,2,0,2
KHM,,2010.0,12,0,12
CHN,BEN,2009.0,1,0,1
ARG,RUS,2011.0,1,0,1
TZA,KEN,2012.0,1,0,1
SYR,ETH,2020.0,4,0,4
NZL,VNM,2011.0,1,0,1
FJI,PAK,2017.0,1,0,1
MYS,RUS,2015.0,2,0,2
CRI,ITA,2021.0,1,0,1
,QAT,1997.0,9,0,9
GBR,SAU,1997.0,1,0,1
USA,DZA,2021.0,1,0,1
ZAF,SGP,2002.0,1,0,1
MAR,PAK,2021.0,1,0,1
SEN,ETH,2016.0,1,0,1
BEL,COD,2002.0,2,0,2
RWA,BEL,1998.0,1,0,1
VEN,GRD,2021.0,1,0,1
PRT,RUS,2012.0,5,0,5
TJK,EST,2003.0,1,0,1
BEN,CMR,2002.0,1,0,1
GAB,USA,2003.0,2,0,2
JPN,SYR,2018.0,1,0,1
PAN,CYP,2006.0,1,0,1
DEU,PAN,2013.0,1,0,1
VUT,FRA,2016.0,1,0,1
ECU,COL,2007.0,1,0,1
PSE,QAT,2017.0,1,0,1
MYS,HUN,2022.0,2,0,2
UKR,NZL,2010.0,1,0,1
ITA,SAU,2011.0,4,0,4
NOR,PER,2021.0,1,0,1
MYS,BGD,1999.0,1,0,1
IND,PRI,2019.0,1,0,1
URY,PRT,2019.0,1,0,1
GBR,COM,2021.0,1,0,1
KGZ,BGR,2018.0,1,0,1
VUT,AUS,2006.0,1,0,1
MEX,FIN,2021.0,5,0,5
,GUY,2018.0,8,0,8
AUT,TWN,2001.0,1,0,1
UZB,SYR,2019.0,1,0,1
KOR,LKA,2017.0,3,0,3
NOR,BGR,2022.0,1,0,1
MLI,ETH,2021.0,1,0,1
TJK,DEU,2013.0,1,0,1
HRV,KHM,2020.0,1,0,1
BLR,ARM,2014.0,1,0,1
ESP,ZAF,2009.0,3,0,3
CUB,CAN,2006.0,5,0,5
HND,CAN,2016.0,1,0,1
PNG,JPN,2016.0,1,0,1
BGD,AUS,2000.0,1,0,1
JPN,TUN,2007.0,1,0,1
SYR,MAR,2017.0,3,0,3
GTM,SWE,2003.0,1,0,1
BGD,PAK,2005.0,3,0,3
SLV,,2009.0,2,0,2
IND,IRN,2001.0,3,0,3
SRB,AUS,2012.0,1,0,1
NOR,LKA,2011.0,1,0,1
SRB,BEL,2014.0,4,0,4
THA,NZL,2013.0,2,0,2
BOL,NLD,2010.0,1,0,1
ISL,VNM,2015.0,1,0,1
ITA,AGO,2019.0,1,0,1
ETH,MWI,2019.0,1,0,1
IRN,SVN,2020.0,3,0,3
KAZ,UKR,2014.0,1,0,1
ISR,LBN,2013.0,1,0,1
MWI,SDN,2015.0,2,0,2
EST,BGD,2016.0,1,0,1
MEX,SAU,2011.0,1,0,1
,SWZ,2019.0,7,0,7
DZA,SDN,2017.0,1,0,1
PHL,KOR,2005.0,1,0,1
NZL,ISL,2020.0,1,0,1
ARG,SVN,2018.0,1,0,1
FRA,GUY,2002.0,2,0,2
BGD,FIN,2020.0,2,0,2
KOR,KEN,2013.0,1,0,1
BGD,SGP,2007.0,2,0,2
CHN,GIN,2012.0,1,0,1
ZMB,JPN,1997.0,1,0,1
PAK,PHL,2006.0,1,0,1
MDA,GBR,2002.0,1,0,1
DZA,ARG,1999.0,1,0,1
AUT,LUX,1999.0,2,0,2
BGD,NLD,2002.0,3,0,3
GRC,UKR,2003.0,1,0,1
EST,AUT,2010.0,2,0,2
MDG,GUF,2004.0,1,0,1
BRA,HUN,2002.0,1,0,1
IRN,MNG,2010.0,1,0,1
IRL,ARE,2013.0,2,0,2
PAN,POL,2004.0,1,0,1
CHL,ROU,2008.0,1,0,1
SVK,PRT,2012.0,1,0,1
EST,NOR,2005.0,1,0,1
BLR,ITA,2004.0,3,0,3
SYC,ZAF,2011.0,1,0,1
JPN,ARE,2010.0,4,0,4
HKG,IRL,2013.0,2,0,2
IRL,MLT,2015.0,2,0,2
IRL,ERI,2017.0,1,0,1
COL,USA,1997.0,2,0,2
,BMU,2013.0,5,0,5
PAK,SLE,2005.0,1,0,1
DZA,IRQ,2021.0,1,0,1
UZB,USA,2002.0,3,0,3
GBR,FJI,2015.0,3,0,3
HUN,AUT,1997.0,1,0,1
CUB,PRI,2019.0,1,0,1
MHL,USA,2008.0,1,0,1
MAR,GAB,2009.0,1,0,1
SDN,AFG,2021.0,1,0,1
MMR,IND,2011.0,2,0,2
BHR,YEM,2011.0,1,0,1
CYP,FRA,2000.0,1,0,1
POL,PRT,2000.0,1,0,1
PNG,ESP,2012.0,1,0,1
CHE,OMN,2019.0,1,0,1
GBR,COG,2014.0,1,0,1
BRA,IDN,2015.0,1,0,1
LUX,THA,2013.0,1,0,1
LUX,ARE,2011.0,1,0,1
MDA,DNK,2011.0,1,0,1
NAM,GBR,2014.0,2,0,2
NPL,FRA,2017.0,2,0,2
IRL,LVA,2018.0,1,0,1
PAN,PER,2021.0,2,0,2
VNM,CAN,2006.0,2,0,2
MEX,NZL,2009.0,1,0,1
UZB,KOR,2011.0,2,0,2
PHL,NGA,2021.0,1,0,1
KAZ,NLD,2015.0,1,0,1
BRA,PAN,2020.0,3,0,3
TWN,CZE,2018.0,5,0,5
ETH,NIC,2014.0,1,0,1
CAN,HTI,2016.0,1,0,1
DEU,LBY,2011.0,1,0,1
IND,COL,2012.0,1,0,1
ARM,SWE,2018.0,1,0,1
BLZ,,2021.0,3,0,3
IRL,EST,2021.0,1,0,1
PAK,KWT,2006.0,2,0,2
KEN,ZMB,2018.0,1,0,1
MDA,ESP,2019.0,1,0,1
GBR,ARM,2022.0,2,0,2
LBN,JOR,2017.0,1,0,1
GRC,THA,2021.0,1,0,1
PHL,VNM,2010.0,1,0,1
GBR,SUR,2019.0,1,0,1
ZWE,AUS,2016.0,1,0,1
THA,JOR,2017.0,1,0,1
BOL,CHE,2017.0,1,0,1
IRQ,LBY,2000.0,2,0,2
SRB,TWN,2010.0,1,0,1
SWE,JOR,2016.0,1,0,1
FIN,PRT,2001.0,1,0,1
TGO,RWA,2007.0,1,0,1
AUS,PHL,2005.0,1,0,1
BEL,PAK,2010.0,2,0,2
BEL,DZA,1999.0,1,0,1
ARM,CAN,2001.0,1,0,1
GRD,,2007.0,1,0,1
GHA,GBR,2000.0,1,0,1
ROU,PRT,2003.0,1,0,1
PAK,PRT,2011.0,1,0,1
CHN,NAM,2008.0,1,0,1
GRC,CMR,2012.0,1,0,1
IND,JAM,2019.0,1,0,1
CRI,ARG,2015.0,1,0,1
IRN,UKR,2014.0,3,0,3
COG,DEU,2019.0,1,0,1
ESP,ABW,2017.0,1,0,1
GUY,CAN,2016.0,1,0,1
MWI,ITA,2017.0,1,0,1
PRT,GNB,2020.0,1,0,1
TJK,ARM,2020.0,1,0,1
THA,VNM,2001.0,2,0,2
IRL,MEX,2000.0,1,0,1
NOR,ZWE,2003.0,2,0,2
SGP,LBN,2019.0,2,0,2
MYS,BRA,2017.0,1,0,1
SLB,USA,2017.0,1,0,1
ECU,DNK,2022.0,1,0,1
MAR,IRQ,2020.0,1,0,1
NLD,AFG,2015.0,1,0,1
SYR,MAR,2010.0,1,0,1
VEN,VNM,2012.0,1,0,1
NZL,NGA,2011.0,1,0,1
URY,MEX,2003.0,1,0,1
UKR,IRQ,2016.0,1,0,1
MEX,HND,2008.0,2,0,2
SHN,,2021.0,1,0,1
BOL,JPN,2000.0,1,0,1
RUS,MKD,2003.0,2,0,2
JPN,BEN,2008.0,2,0,2
NGA,POL,2008.0,1,0,1
IDN,KEN,2012.0,1,0,1
MAR,MDG,2005.0,1,0,1
SGP,GRC,2010.0,1,0,1
ISR,TWN,2004.0,1,0,1
TWN,MAC,2016.0,2,0,2
PAN,NLD,2020.0,1,0,1
DEU,MLT,2004.0,1,0,1
GMB,FRA,2017.0,1,0,1
RUS,LVA,2017.0,1,0,1
BOL,NLD,2019.0,2,0,2
SVK,IRQ,2015.0,1,0,1
FIN,MWI,2004.0,1,0,1
AUS,MKD,2011.0,1,0,1
IRL,MWI,2004.0,1,0,1
GRC,LTU,2009.0,1,0,1
ESP,NIC,2008.0,1,0,1
KEN,ZAF,1999.0,1,0,1
MDA,ITA,2004.0,1,0,1
POL,MAC,2007.0,1,0,1
IRL,ISL,2020.0,1,0,1
PHL,CHE,2001.0,1,0,1
ATG,GBR,2012.0,1,0,1
HRV,MKD,2013.0,3,0,3
SVN,MKD,2013.0,2,0,2
ESP,MAC,2015.0,1,0,1
NAM,DEU,2003.0,1,0,1
NGA,BWA,2007.0,1,0,1
ROU,SGP,2012.0,1,0,1
MWI,AUS,2002.0,1,0,1
CUB,ZAF,2016.0,1,0,1
ESP,CHN,2001.0,1,0,1
SEN,COD,2020.0,1,0,1
NGA,PAK,2012.0,1,0,1
FRA,AND,2012.0,1,0,1
SMR,USA,1998.0,1,0,1
TUR,BHR,2022.0,2,0,2
IRQ,SWE,2007.0,1,0,1
BTN,SGP,2007.0,1,0,1
TUR,LVA,2012.0,1,0,1
SEN,COG,2009.0,1,0,1
BIH,BEL,2017.0,1,0,1
MAR,YEM,2019.0,3,0,3
TTO,NZL,2009.0,1,0,1
EGY,DJI,2012.0,1,0,1
TUR,ISL,2005.0,1,0,1
ARM,AUS,2013.0,1,0,1
POL,HKG,2005.0,1,0,1
BFA,GBR,2005.0,1,0,1
TUR,ISR,2007.0,1,0,1
LSO,CHE,2014.0,1,0,1
MAC,NLD,2021.0,1,0,1
NER,SEN,2013.0,1,0,1
IRL,URY,2009.0,1,0,1
HKG,KOR,2000.0,3,0,3
AUT,NGA,2010.0,1,0,1
BEL,SUR,2015.0,1,0,1
ESP,MDG,2019.0,1,0,1
HRV,SWE,2008.0,1,0,1
KWT,SDN,2012.0,1,0,1
LBY,,1999.0,1,0,1
FIN,OMN,2008.0,1,0,1
NGA,KWT,1999.0,1,0,1
ZAF,AUT,2001.0,1,0,1
SEN,CAN,2012.0,1,0,1
JPN,COG,2012.0,1,0,1
USA,COD,2012.0,1,0,1
CRI,URY,2012.0,1,0,1
UKR,DNK,2014.0,1,0,1
NLD,DZA,2016.0,1,0,1
AUT,KOR,1999.0,1,0,1
FRA,CPV,2021.0,1,0,1
ITA,KWT,2015.0,1,0,1
GEO,JOR,2006.0,1,0,1
EGY,IDN,2019.0,1,0,1
JPN,MDG,2007.0,1,0,1
SYR,THA,2019.0,1,0,1
KWT,PSE,2013.0,1,0,1
UKR,PRI,2009.0,1,0,1
BRA,KOR,1998.0,1,0,1
MWI,NGA,2010.0,1,0,1
SVN,NZL,2012.0,1,0,1
HTI,CUB,2015.0,1,0,1
ECU,SWE,2019.0,1,0,1
ITA,PSE,2022.0,1,0,1
IRN,THA,2014.0,1,0,1
ALB,,2010.0,2,0,2
KAZ,LVA,2022.0,1,0,1
MAR,ISR,2015.0,1,0,1
PRT,HKG,2012.0,1,0,1
DEU,CMR,2002.0,1,0,1
TUR,PRT,2011.0,1,0,1
GRC,ECU,2016.0,1,0,1
IND,TLS,2021.0,1,0,1
MOZ,NLD,2015.0,2,0,2
PSE,AUS,2019.0,1,0,1
MAR,AUS,2020.0,1,0,1
BGR,SRB,2013.0,1,0,1
SRB,DEU,1997.0,1,0,1
PRI,NIC,2012.0,1,0,1
PRT,MOZ,2004.0,1,0,1
TZA,BWA,2017.0,1,0,1
USA,DMA,2019.0,1,0,1
TUR,DZA,2017.0,2,0,2
COG,CMR,2022.0,1,0,1
PYF,USA,2014.0,1,0,1
SWE,KGZ,2021.0,1,0,1
IRQ,IND,2000.0,1,0,1
BEL,JOR,2017.0,1,0,1
GBR,LUX,2006.0,1,0,1
LVA,FIN,2022.0,1,0,1
UZB,IRN,2022.0,1,0,1
HRV,OMN,2018.0,1,0,1
HRV,GRC,1999.0,1,0,1
ISR,ETH,2009.0,1,0,1
TTO,ARG,2011.0,1,0,1
ARM,JOR,2009.0,1,0,1
PAK,GEO,2015.0,1,0,1
FIN,LBY,2014.0,1,0,1
IND,ARE,1998.0,1,0,1
PAK,SGP,2003.0,1,0,1
ITA,MEX,1997.0,1,0,1
TWN,TUR,2016.0,2,0,2
SLE,CHE,2014.0,1,0,1
MYS,LKA,2014.0,1,0,1
FJI,PNG,2015.0,1,0,1
GRC,IRQ,2014.0,1,0,1
USA,LIE,2020.0,1,0,1
BTN,NLD,2007.0,1,0,1
IRL,NGA,2003.0,1,0,1
PAK,KAZ,2012.0,1,0,1
KEN,JPN,1998.0,1,0,1
SWE,MCO,2008.0,1,0,1
SWE,QAT,2010.0,1,0,1
DNK,HRV,2002.0,1,0,1
MYS,GAB,2015.0,1,0,1
IRN,SDN,2020.0,1,0,1
IDN,PHL,2008.0,1,0,1
BOL,URY,2016.0,1,0,1
GBR,BOL,2015.0,1,0,1
CUB,ROU,2014.0,1,0,1
AGO,,2004.0,1,0,1
TWN,PRT,2007.0,1,0,1
UKR,BGR,2019.0,1,0,1
FLK,TCA,2006.0,1,0,1
LTU,CHE,2015.0,1,0,1
ROU,CYP,2013.0,1,0,1
GIB,,2013.0,1,0,1
CHE,CIV,2017.0,1,0,1
UKR,NZL,2019.0,1,0,1
MEX,UGA,2017.0,1,0,1
LBN,IRQ,2020.0,1,0,1
SVN,HUN,2011.0,1,0,1
BRB,SWE,2017.0,1,0,1
ZWE,GHA,2021.0,1,0,1
DEU,GTM,2021.0,1,0,1
BRN,IDN,2011.0,1,0,1
ECU,SWE,2017.0,1,0,1
PER,FRA,2014.0,7,2,5
CHN,DNK,2004.0,7,7,0
USA,KOR,2004.0,580,507,73
EGY,PSE,2012.0,4,1,3
USA,CHE,2014.0,533,473,60
PRT,GBR,2006.0,32,44,-12
TUR,USA,2009.0,173,197,-24
SGP,CAN,2010.0,26,22,4
ESP,USA,2014.0,534,309,225
PAK,JPN,2005.0,3,5,-2
AUS,USA,2004.0,424,386,38
GRC,GBR,2019.0,226,172,54
USA,IND,2012.0,682,927,-245
ESP,SWE,2014.0,62,35,27
USA,DNK,2017.0,140,129,11
ITA,BEL,2009.0,60,31,29
CHE,DNK,2019.0,40,39,1
FRA,MEX,2011.0,47,28,19
FRA,MAR,2004.0,42,48,-6
DEU,CAN,2007.0,192,92,100
UKR,USA,2002.0,43,25,18
GBR,BRA,2011.0,60,52,8
FRA,BEL,2014.0,210,170,40
FRA,GAB,2010.0,3,3,0
USA,ISR,2012.0,314,348,-34
NLD,BEL,2011.0,126,102,24
SWE,DEU,2011.0,93,135,-42
SRB,DEU,2008.0,5,16,-11
DEU,FRA,2011.0,330,310,20
KOR,DEU,2016.0,62,50,12
PRT,FRA,2013.0,35,45,-10
HKG,CHN,2015.0,498,378,120
USA,KEN,2017.0,75,40,35
USA,ESP,1999.0,115,150,-35
GBR,MWI,2021.0,10,14,-4
DEU,ESP,2018.0,172,246,-74
CHE,EGY,2016.0,7,4,3
COG,FRA,2016.0,7,3,4
USA,KEN,2010.0,38,26,12
USA,DNK,2010.0,97,89,8
DEU,PSE,2012.0,4,2,2
DEU,ISR,2004.0,23,26,-3
ESP,BRA,2009.0,47,56,-9
PAK,AUT,2010.0,8,7,1
ITA,GBR,2018.0,564,349,215
GRC,GBR,2010.0,124,152,-28
ESP,SVN,2016.0,4,4,0
SAU,CAN,2007.0,19,42,-23
ITA,ESP,2022.0,103,76,27
GBR,NOR,2012.0,62,27,35
MTQ,FRA,2003.0,5,6,-1
NLD,GBR,1998.0,31,46,-15
SVK,USA,2004.0,21,7,14
USA,MEX,2012.0,175,152,23
NCL,FRA,2015.0,24,14,10
BRA,DEU,2018.0,116,80,36
NZL,CHN,2011.0,17,7,10
JPN,CAN,2003.0,106,75,31
BRA,GBR,2004.0,43,56,-13
FRA,NOR,2009.0,31,14,17
USA,ZWE,2020.0,10,1,9
USA,ALB,2018.0,2,2,0
ETH,CHE,2018.0,9,4,5
KOR,VNM,2013.0,40,16,24
RUS,BEL,1998.0,5,5,0
UGA,TZA,2013.0,1,3,-2
RUS,BEL,1997.0,4,2,2
UZB,MYS,2013.0,2,1,1
DEU,IRN,2008.0,18,17,1
NLD,AUS,2014.0,87,51,36
GBR,HKG,2009.0,38,41,-3
IRN,CHN,2016.0,23,4,19
TWN,DEU,2012.0,20,14,6
MAC,CHN,2020.0,117,103,14
POL,ITA,2020.0,12,21,-9
GBR,SAU,2008.0,34,10,24
USA,IRL,2018.0,136,154,-18
MYS,CHN,2014.0,6,3,3
TWN,CHN,2016.0,164,64,100
DEU,CHN,2009.0,128,186,-58
AUS,ZAF,2014.0,26,35,-9
FRA,CHN,2018.0,243,155,88
CHN,FRA,2002.0,38,24,14
USA,IRN,2010.0,47,163,-116
SWE,NLD,2019.0,58,85,-27
MNE,SRB,2017.0,7,8,-1
CAN,MEX,2019.0,25,46,-21
FRA,POL,2015.0,30,78,-48
CAN,KOR,2020.0,27,61,-34
CHN,VNM,2021.0,17,7,10
MYS,JOR,2016.0,24,8,16
EGY,CAN,2018.0,34,54,-20
FIN,NLD,2015.0,19,22,-3
GBR,IRN,2007.0,70,22,48
GRC,GBR,2017.0,256,122,134
USA,KEN,2019.0,49,60,-11
GBR,ZAF,2016.0,78,92,-14
NPL,BEL,2012.0,3,1,2
DNK,SVN,2015.0,1,5,-4
ZAF,USA,2018.0,107,80,27
FRA,PAK,2009.0,5,7,-2
ITA,POL,2016.0,10,21,-11
USA,DNK,2019.0,152,154,-2
FIN,CHL,2017.0,4,2,2
ROU,AUT,2014.0,6,1,5
ITA,CZE,2020.0,29,13,16
RUS,FRA,2015.0,49,48,1
IND,ZAF,2018.0,42,32,10
ITA,FIN,2020.0,34,22,12
IRL,AUT,2013.0,10,5,5
KOR,IDN,2019.0,41,15,26
ESP,DNK,2019.0,41,27,14
FRA,AUS,2018.0,86,71,15
POL,CHN,2013.0,9,16,-7
USA,TUN,2016.0,2,4,-2
SAU,AUS,2020.0,36,65,-29
USA,ARE,2002.0,20,12,8
ZAF,KEN,2019.0,22,16,6
SAU,NZL,2015.0,2,1,1
FRA,DEU,2022.0,149,114,35
SAU,IND,2012.0,23,107,-84
TUR,DEU,2013.0,26,52,-26
FRA,RUS,2009.0,29,42,-13
COL,DEU,2013.0,19,15,4
SAU,DEU,2019.0,22,30,-8
RUS,DEU,2022.0,57,29,28
CAN,IRN,2019.0,60,345,-285
USA,TZA,2020.0,16,20,-4
RUS,AUS,1998.0,8,3,5
UKR,SWE,2019.0,6,4,2
DNK,FRA,2002.0,25,22,3
PAK,KEN,2019.0,6,7,-1
MWI,USA,2017.0,12,17,-5
USA,PER,2003.0,24,15,9
SGP,CAN,2019.0,27,29,-2
EGY,CHN,2020.0,37,39,-2
BRA,SWE,2022.0,18,2,16
FRO,GBR,2019.0,1,1,0
ESP,IRL,2018.0,46,34,12
AUS,IND,2010.0,32,79,-47
BRA,POL,2020.0,12,4,8
KOR,ETH,2018.0,4,4,0
FRA,GAB,2017.0,5,5,0
SWE,KOR,2022.0,4,8,-4
PAK,NZL,2021.0,5,4,1
IRL,DEU,2019.0,39,41,-2
JPN,TUR,2015.0,7,4,3
GBR,CZE,2009.0,34,25,9
ECU,MEX,2018.0,8,8,0
SWE,TUR,2020.0,7,25,-18
GBR,QAT,2016.0,53,13,40
ZAF,SWE,2017.0,9,7,2
USA,RUS,2002.0,188,386,-198
DEU,BRA,2021.0,40,96,-56
RUS,CAN,2004.0,27,13,14
USA,GRC,2008.0,99,98,1
ISR,PRT,2008.0,2,1,1
DNK,JPN,2022.0,5,4,1
DEU,PAK,2018.0,32,19,13
SEN,GBR,2018.0,2,2,0
RUS,UKR,2021.0,27,28,-1
JPN,MYS,2020.0,27,28,-1
MWI,ZAF,2021.0,3,10,-7
AUT,DEU,2006.0,174,237,-63
DEU,DNK,2018.0,139,109,30
CHN,ESP,2019.0,32,51,-19
JPN,AUS,2015.0,52,49,3
CHE,AUT,2020.0,62,72,-10
COL,MEX,2022.0,13,13,0
MOZ,BRA,2019.0,7,6,1
CHN,ESP,2017.0,34,45,-11
DEU,AUS,2000.0,28,16,12
BGD,JPN,2003.0,19,19,0
USA,PRT,2013.0,60,68,-8
FIN,USA,2021.0,57,44,13
NLD,CHE,2000.0,14,10,4
AUS,NLD,2012.0,41,69,-28
NLD,AUT,2022.0,19,11,8
FRA,PRT,2020.0,40,36,4
BEL,IRN,2009.0,10,8,2
GAB,FRA,2014.0,3,8,-5
AUS,IND,2017.0,63,127,-64
PAK,KEN,2017.0,8,2,6
JPN,UKR,2008.0,8,2,6
MEX,DEU,2006.0,14,17,-3
RUS,ITA,2022.0,16,4,12
EGY,LBN,2007.0,2,1,1
